Artist,Title,Album,Length,Year,Genre,Rating,Bitrate,Path,Media
"Metallica","Motorbreath","Kill 'em All","00:03:08",1983,"Heavy Metal",-1,125,"Z:\Tunes\Metallica\Kill 'em All-1983\03-Motorbreath-Metallica.m4a","ziggyShare"
"Iron Maiden","Murders In The Rue Morgue","Killers","00:04:18",1981,"Heavy Metal",-1,320,"Z:\Tunes\Iron Maiden\Killers-1981\03-Murders In The Rue Morgue-Iron Maiden.mp3","ziggyShare"
"Crumbsuckers","Interlude","Life of Dreams","00:02:57",1999,"Heavy Metal",-1,192,"Z:\Tunes\Crumbsuckers\Life of Dreams-1999\03-Interlude-Crumbsuckers.mp3","ziggyShare"
"Wolfpack","Powerpigs","Lycanthro Punk","00:03:00",1998,"Heavy Metal",-1,128,"Z:\Tunes\Wolfpack\Lycanthro Punk-1998\03-Powerpigs-Wolfpack.mp3","ziggyShare"
"Merauder","Mirror Shows Black","Master Killer","00:02:49",1996,"Heavy Metal",-1,128,"Z:\Tunes\Merauder\Master Killer-1996\03-Mirror Shows Black-Merauder.mp3","ziggyShare"
"Black Sabbath","Embryo","Master of Reality","00:00:28",1971,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Master of Reality-1971\03-Embryo-Black Sabbath.mp3","ziggyShare"
"Dragonforce","No More","Maximum Overload","00:03:50",2014,"Heavy Metal",-1,320,"Z:\Tunes\Dragonforce\Maximum Overload-2014\03-No More-Dragonforce.mp3","ziggyShare"
"Mercyful Fate","Into The Coven","Melissa","00:05:11",1983,"Heavy Metal",-1,192,"Z:\Tunes\Mercyful Fate\Melissa-1983\03-Into The Coven-Mercyful Fate.mp3","ziggyShare"
"Mercyful Fate","Doomed By The Living Dead","Mercyful Fate","00:05:08",1982,"Heavy Metal",-1,192,"Z:\Tunes\Mercyful Fate\Mercyful Fate-1982\03-Doomed By The Living Dead-Mercyful Fate.mp3","ziggyShare"
"Piledriver","Sodomize the Dead","Metal Inquisition/Stay Ugly","00:02:14",1998,"Heavy Metal",-1,128,"Z:\Tunes\Piledriver\Metal Inquisition-Stay Ugly-1998\03-Sodomize the Dead-Piledriver.mp3","ziggyShare"
"Judas Priest","Victim Of Changes","Metal Works 1973-1993 [Disc1] [1 of 2] [Remast","00:07:12",-1,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Metal Works 1973-1993 [Disc1] [1 of 2] [Remast-1993\03-Victim Of Changes-Judas Priest.mp3","ziggyShare"
"Judas Priest","Victim Of Changes","Metal Works '73 -'93","00:07:23",1993,"Heavy Metal",-1,238,"Z:\Tunes\Judas Priest\Metal Works '73 -'93-1993\03-Victim Of Changes-Judas Priest.mp3","ziggyShare"
"Judas Priest","Beyond the Realms Of Death","Metal Works 73-93 (Disc 2)","00:06:51",1993,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Metal Works 73-93 (Disc 2)-1993\03-Beyond the Realms Of Death-Judas Priest.mp3","ziggyShare"
"Black Sabbath","Junior's Eyes","Never Say Die","00:06:43",1978,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Never Say Die-1978\03-Junior's Eyes-Black Sabbath.mp3","ziggyShare"
"Iron Maiden","No Prayer For The Dying","No Prayer For The Dying","00:04:23",1990,"Heavy Metal",-1,320,"Z:\Tunes\Iron Maiden\No Prayer for the Dying-1990\03-No Prayer For The Dying-Iron Maiden.mp3","ziggyShare"
"Moi Dix Mois","monophobia","Nocturnal Opera","00:05:32",2003,"Heavy Metal",-1,192,"Z:\Tunes\Moi dix Mois\Nocturnal Opera-2003\03-monophobia-Moi Dix Mois.mp3","ziggyShare"
"Iron Maiden","The Prisoner","The Number Of the Beast","00:06:03",1998,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\The Number Of the Beast-1998\03-The Prisoner-Iron Maiden.m4a","ziggyShare"
"Type O Negative","Love You to Death","October Rust","00:07:08",1996,"Heavy Metal",-1,986,"Z:\Tunes\Type O Negative\October Rust-1996\03-Love You to Death-Type O Negative.flac","ziggyShare"
"Hellshock","Ghosts Of The Past","Only The Dead Know The End Of War LP","00:03:18",2003,"Heavy Metal",-1,224,"Z:\Tunes\Hellshock\Only The Dead Know The End Of War LP-2003\03-Ghosts Of The Past-Hellshock.mp3","ziggyShare"
"Ozzy Osbourne","Goodbye To Romance","The Ozzman Cometh","00:05:35",1997,"Heavy Metal",-1,198,"Z:\Tunes\Ozzy Osbourne\The Ozzman Cometh-1997\03-Goodbye To Romance-Ozzy Osbourne.mp3","ziggyShare"
"Judas Priest","All Guns Blazing","Painkiller","00:03:57",1990,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Painkiller-1990\03-All Guns Blazing-Judas Priest.mp3","ziggyShare"
"Judas Priest","All Guns Blazing","Painkiller [The Re-Masters]","00:03:57",1990,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Painkiller [The Re-Masters]-1990\03-All Guns Blazing-Judas Priest.mp3","ziggyShare"
"Deathspell Omega","Abscission","Paracletus","00:06:03",2011,"Heavy Metal",-1,320,"Z:\Tunes\Deathspell Omega\Paracletus-2011\03-Abscission-Deathspell Omega.mp3","ziggyShare"
"Black Sabbath","Planet Caravan","Paranoid","00:04:32",1970,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Paranoid-1970\03-Planet Caravan-Black Sabbath.mp3","ziggyShare"
"Anthrax","Got the Time","Persistence of Time","00:02:44",1990,"Heavy Metal",-1,320,"H:\Downloads\1990\08 - Got the Time.mp3","Audio"
"Judas Priest","Hot Rockin'","Point Of Entry","00:03:18",1981,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Point Of Entry-1981\03-Hot Rockin'-Judas Priest.mp3","ziggyShare"
"Grip Inc.","Hostage to Heaven","Power of Inner Strength","00:03:57",1995,"Heavy Metal",-1,192,"Z:\Tunes\Grip Inc\Power of Inner Strength-1995\03-Hostage to Heaven-Grip Inc..mp3","ziggyShare"
"Amebix","Chain reaction","The Power Remains","00:05:24",1999,"Heavy Metal",-1,160,"Z:\Tunes\Amebix\The Power Remains-1999\03-Chain reaction-Amebix.mp3","ziggyShare"
"Iron Maiden","Losfer Words (Big 'Orra)","Powerslave","00:04:13",1984,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\Powerslave-1984\03-Losfer Words (Big 'Orra)-Iron Maiden.m4a","ziggyShare"
"Ludichrist","Stuff To Fill Graves","Powertrip","00:03:20",2000,"Heavy Metal",-1,192,"Z:\Tunes\Ludichrist\Powertrip-2000\03-Stuff To Fill Graves-Ludichrist.mp3","ziggyShare"
"Judas Priest","Love Zone","Ram It Down","00:03:59",1988,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Ram It Down-1988\03-Love Zone-Judas Priest.mp3","ziggyShare"
"Pantera","Do This My Way","Reinventing the Steel [Clean]","00:04:49",2000,"Heavy Metal",-1,192,"Z:\Tunes\Pantera\Reinventing the Steel [Clean]-2000\03-Do This My Way-Pantera.mp3","ziggyShare"
"Metallica","For Whom The Bell Tolls","Ride the Lightning","00:05:10",1984,"Heavy Metal",-1,320,"Z:\Tunes\Metallica\Ride the Lightning-1984\03-For Whom The Bell Tolls-Metallica.mp3","ziggyShare"
"Judas Priest","Winter","Rocka Rolla","00:01:42",1974,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Rocka Rolla-1974\03-Winter-Judas Priest.mp3","ziggyShare"
"Judas Priest","Winter","Rocka Rolla (Digipak Re-release)","00:01:42",1974,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Rocka Rolla (Digipak Re-release)-1974\03-Winter-Judas Priest.mp3","ziggyShare"
"Black Sabbath","Fluff","Sabbath Bloody Sabbath","00:04:12",1973,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Sabbath Bloody Sabbath-1973\03-Fluff-Black Sabbath.mp3","ziggyShare"
"Black Sabbath","Symptom Of The Universe","Sabotage","00:06:29",1975,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Sabotage-1975\03-Symptom Of The Universe-Black Sabbath.mp3","ziggyShare"
"Judas Priest","Dreamer Deceiver","Sad Wings of Destiny","00:05:53",1976,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Sad Wings of Destiny-1976\03-Dreamer Deceiver-Judas Priest.mp3","ziggyShare"
"Judas Priest","Dreamer Deceiver","Sad Wings of Destiny (Digipak re-release)","00:05:53",1976,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Sad Wings of Destiny (Digipak re-release)-1976\03-Dreamer Deceiver-Judas Priest.mp3","ziggyShare"
"Judas Priest","Riding on the Wind","Screaming for Vengeance","00:03:10",1982,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Screaming for Vengeance-1982\03-Riding on the Wind-Judas Priest.mp3","ziggyShare"
"Iron Maiden","Can I Play With Madness","Seventh Son Of A Seventh Son","00:03:31",1988,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\Seventh Son Of A Seventh Son-1988\03-Can I Play With Madness-Iron Maiden.m4a","ziggyShare"
"Jesus Lizard","Sea Sick","Show","00:03:14",1993,"Heavy Metal",-1,127,"Z:\Tunes\Jesus Lizard\Show-1993\03-Sea Sick-Jesus Lizard.m4a","ziggyShare"
"Judas Priest","Starbreaker","Sin After Sin","00:04:49",1977,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Sin After Sin-1977\03-Starbreaker-Judas Priest.mp3","ziggyShare"
"Judas Priest","Starbreaker","Sin After Sin [The Re-Masters]","00:04:49",1977,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Sin After Sin [The Re-Masters]-1977\03-Starbreaker-Judas Priest.mp3","ziggyShare"
"Labyrinth","Sons Of Thunder","Sons Of Thunder","00:05:02",2000,"Heavy Metal",-1,128,"Z:\Tunes\Labyrinth\Sons Of Thunder-2000\03-Sons Of Thunder-Labyrinth.mp3","ziggyShare"
"Judas Priest","Better By You, Better Than Me","Stained Class","00:03:25",1978,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Stained Class-1978\03-Better By You, Better Than Me-Judas Priest.mp3","ziggyShare"
"Judas Priest","Better By You, Better Than Me","Stained Class (remastered)","00:03:25",1978,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Stained Class (remastered)-1978\03-Better By You, Better Than Me-Judas Priest.mp3","ziggyShare"
"Black Sabbath","It's Alright","Technical Ecstasy","00:04:05",1976,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Technical Ecstasy-1976\03-It's Alright-Black Sabbath.mp3","ziggyShare"
"All Shall Perish","Procession Of Ashes","This Is Where It Ends","00:04:37",2011,"Heavy Metal",-1,320,"Z:\Tunes\All Shall Perish\This Is Where It Ends-2011\03-Procession Of Ashes-All Shall Perish.mp3","ziggyShare"
"Manimals","My Blackest Mood","Turn Up the Fun","00:06:04",2000,"Heavy Metal",-1,128,"Z:\Tunes\Manimals\Turn Up the Fun-2000\03-My Blackest Mood-Manimals.mp3","ziggyShare"
"Stratovarius","Madness Strikes At Midnight","Twilight Time","00:07:15",1999,"Heavy Metal",-1,128,"Z:\Tunes\Stratovarius\Twilight Time-1999\03-Madness Strikes At Midnight-Stratovarius.mp3","ziggyShare"
"Judas Priest","Sinner","Unleashed In The East","00:07:32",1979,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Unleashed In The East-1979\03-Sinner-Judas Priest.mp3","ziggyShare"
"Pantera","Walk","Vulgar Display Of Power","00:05:15",1992,"Heavy Metal",-1,258,"Z:\Tunes\Pantera\Vulgar Display Of Power-1992\03-Walk-Pantera.mp3","ziggyShare"
"Arch Enemy","Heart Of Darkness","Wages of Sin","00:04:53",2002,"Heavy Metal",-1,192,"Z:\Tunes\Arch Enemy\Wages of Sin-2002\03-Heart Of Darkness-Arch Enemy.mp3","ziggyShare"
"Pantera","By Demons Be Driven (Biomechanical mix)","Walk (EP)","00:04:18",1993,"Heavy Metal",-1,248,"Z:\Tunes\Pantera\Walk (EP)-1993\03-By Demons Be Driven (Biomechanical mix)-Pantera.mp3","ziggyShare"
"Manowar","Nessun Dorma","Warriors of the World","00:01:20",2002,"Heavy Metal",-1,320,"Z:\Tunes\Manowar\Warriors Of The World (1st Press`Germany)-2002\03-Nessun Dorma-Manowar.mp3","ziggyShare"
"Faith No More","From Out Of Nowhere","Who Cares A Lot? The Greatest Hits [Disc 1]","00:03:21",1998,"Heavy Metal",-1,207,"Z:\Tunes\Faith No More\Who Cares A Lot The Greatest Hits [Disc 1]-1998\03-From Out Of Nowhere-Faith No More.mp3","ziggyShare"
"Faith No More","Instrumental","Who Cares A Lot? The Greatest Hits [Disc 2]","00:04:59",1998,"Heavy Metal",-1,205,"Z:\Tunes\Faith No More\Who Cares A Lot The Greatest Hits [Disc 2]-1998\03-Instrumental-Faith No More.mp3","ziggyShare"
"Corrosion Of Conformity","Holier","Animosity","00:02:27",1985,"Heavy Metal",-1,128,"Z:\Tunes\Corrosion Of Conformity\Animosity-1985\04-Holier-Corrosion Of Conformity.mp3","ziggyShare"
"David Shankle Group","The Widow’s Peak","Ashes to Ashes","00:04:52",2003,"Heavy Metal",-1,192,"Z:\Tunes\David Shankle Group\Ashes to Ashes-2003\04-The Widow’s Peak-David Shankle Group.mp3","ziggyShare"
"Iron Maiden","Aces High","Best Of The Beast","00:04:30",1996,"Heavy Metal",-1,248,"Z:\Tunes\Iron Maiden\Best Of The Beast-1996\04-Aces High-Iron Maiden.mp3","ziggyShare"
"S.O.D.","Monkeys Rule","Bigger Than The Devil","00:01:46",2000,"Heavy Metal",-1,256,"Z:\Tunes\S.O.D\Bigger Than The Devil-2000\04-Monkeys Rule-S.O.D..mp3","ziggyShare"
"Black Sabbath","Warning","Black Box: The Complete Original Black Sabbath (1970-1978)","00:10:35",1970,"Heavy Metal",-1,129,"Z:\Tunes\Black Sabbath\Black Box- The Complete Original Black Sabbath (1970-1978)-1970\04-Warning-Black Sabbath.m4a","ziggyShare"
"Black Sabbath","Evil Woman","Black Sabbath","00:03:23",1970,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Black Sabbath-1970\04-Evil Woman-Black Sabbath.mp3","ziggyShare"
"Black Sabbath","Wicked World","Black Sabbath","00:04:47",1970,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Black Sabbath-1970\04-Wicked World-Black Sabbath.mp3","ziggyShare"
"Black Sabbath","FX","Black Sabbath, Vol.4","00:01:44",1972,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Black Sabbath, Vol.4-1972\04-FX-Black Sabbath.mp3","ziggyShare"
"Judas Priest","Grinder","British Steel","00:03:58",1980,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\British Steel-1980\04-Grinder-Judas Priest.mp3","ziggyShare"
"Judas Priest","Grinder","British Steel [The Re-Masters]","00:03:58",1980,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\British Steel [The Re-Masters]-1980\04-Grinder-Judas Priest.mp3","ziggyShare"
"Arch Enemy","Silverwing","Burning Bridges","00:04:08",2001,"Heavy Metal",-1,160,"Z:\Tunes\Arch Enemy\Burning Bridges-2001\04-Silverwing-Arch Enemy.mp3","ziggyShare"
"Megadeth","Use The Man","Capitol Punishment: The Megadeth Years","00:04:38",2000,"Heavy Metal",-1,160,"Z:\Tunes\Megadeth\Capitol Punishment- The Megadeth Years-2000\04-Use The Man-Megadeth.mp3","ziggyShare"
"Alestorm","Nancy The Tavern Wench","Captain Morgan's Revenge","00:04:53",2008,"Heavy Metal",-1,128,"Z:\Tunes\Alestorm\Captain Morgan's Revenge-2008\04-Nancy The Tavern Wench-Alestorm.mp3","ziggyShare"
"Pantera","Heresy","Cowboys From Hell","00:04:47",1990,"Heavy Metal",-1,192,"Z:\Tunes\Pantera\Cowboys From Hell-1990\04-Heresy-Pantera.mp3","ziggyShare"
"Cycle Sluts from Hell","Dark Ships","Cycle Sluts from Hell","00:04:19",1991,"Heavy Metal",-1,320,"Z:\Tunes\Cycle Sluts from Hell\Cycle Sluts from Hell-1991\04-Dark Ships-Cycle Sluts from Hell.mp3","ziggyShare"
"Judas Priest","The Sentinel","Defenders Of The Faith","00:05:04",1984,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Defenders Of The Faith-1984\04-The Sentinel-Judas Priest.mp3","ziggyShare"
"Judas Priest","The Sentinel","Defenders Of The Faith [Remastered]","00:05:04",1984,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Defenders Of The Faith [Remastered]-1984\04-The Sentinel-Judas Priest.mp3","ziggyShare"
"Moi dix Mois","Ange","Dix infernal","00:03:57",2003,"Heavy Metal",-1,192,"Z:\Tunes\Moi dix Mois\Dix infernal-2003\04-Ange-Moi dix Mois.mp3","ziggyShare"
"Mercyful Fate","Night Of The Unborn","Don't Break The Oath","00:04:59",1984,"Heavy Metal",-1,192,"Z:\Tunes\Mercyful Fate\Don't Break The Oath-1984\04-Night Of The Unborn-Mercyful Fate.mp3","ziggyShare"
"Alien Crucifixion","The Trenches Of Chasma","Drum Machine Madness","00:01:19",2003,"Heavy Metal",-1,192,"Z:\Tunes\Drum Machine Madness\Drum Machine Madness-2003\04-The Trenches Of Chasma-Alien Crucifixion.mp3","ziggyShare"
"Bulldoze","All I Have","The Final Beatdown","00:03:27",1998,"Heavy Metal",-1,192,"Z:\Tunes\Bulldoze\The Final Beatdown-1998\04-All I Have-Bulldoze.mp3","ziggyShare"
"Yngwie Malmsteen","How Many Miles To Babylon?","Fire And Ice","00:06:11",1992,"Heavy Metal",-1,192,"Z:\Tunes\Yngwie Malmsteen\Fire And Ice-1992\04-How Many Miles To Babylon-Yngwie Malmsteen.mp3","ziggyShare"
"Testament","The Formation Of Damnation","The Formation Of Damnation","00:05:10",2008,"Heavy Metal",-1,320,"Z:\Tunes\Testament\The Formation Of Damnation-2008\04-The Formation Of Damnation-Testament.mp3","ziggyShare"
"Arnocorps","Total Recall","The Greatest Band of All Time","00:02:59",2005,"Heavy Metal",-1,160,"Z:\Tunes\Arnocorps\The Greatest Band of All Time-2005\04-Total Recall-Arnocorps.mp3","ziggyShare"
"Judas Priest","Hell Bent For Leather","Hell Bent For Leather","00:02:41",1978,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Hell Bent For Leather-1978\04-Hell Bent For Leather-Judas Priest.mp3","ziggyShare"
"Judas Priest","Hell Bent For Leather","Hell Bent For Leather [The Remasters]","00:02:41",1978,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Hell Bent For Leather [The Remasters]-1978\04-Hell Bent For Leather-Judas Priest.mp3","ziggyShare"
"Stratovarius","Hunting High And Low (Demo Version)","Hunting High & Low","00:04:21",2000,"Heavy Metal",-1,192,"Z:\Tunes\Stratovarius\Hunting High & Low-2000\04-Hunting High And Low (Demo Version)-Stratovarius.mp3","ziggyShare"
"Wolfbrigade","No Heart Bleeds","In Darkness You Feel No Regrets","00:02:19",2003,"Heavy Metal",-1,192,"Z:\Tunes\Wolfbrigade\In Darkness You Feel No Regrets-2003\04-No Heart Bleeds-Wolfbrigade.mp3","ziggyShare"
"Grip Inc.","Endowment Of Apathy","Incorporated","00:03:07",2004,"Heavy Metal",-1,192,"Z:\Tunes\Grip Inc\Incorporated-2004\04-Endowment Of Apathy-Grip Inc..mp3","ziggyShare"
"Stratovarius","Requiem","Intermission","00:02:54",2001,"Heavy Metal",-1,205,"Z:\Tunes\Stratovarius\Intermission-2001\04-Requiem-Stratovarius.mp3","ziggyShare"
"Iron Maiden","Running Free","Iron Maiden","00:03:17",1980,"Heavy Metal",-1,320,"Z:\Tunes\Iron Maiden\Iron Maiden-1980\04-Running Free-Iron Maiden.mp3","ziggyShare"
"Finntroll","Skogens Hämnd","Jaktens Tid","00:04:06",2001,"Heavy Metal",-1,192,"Z:\Tunes\Finntroll\Jaktens Tid-2001\04-Skogens Hämnd-Finntroll.mp3","ziggyShare"
"Helloween","Rise And Fall","Keeper Of The Seven Keys Part 2","00:04:21",2006,"Heavy Metal",-1,128,"Z:\Tunes\Helloween\Keeper Of The Seven Keys Part 2-2006\04-Rise And Fall-Helloween.mp3","ziggyShare"
"Metallica","Jump in the Fire","Kill 'em All","00:04:42",1983,"Heavy Metal",-1,127,"Z:\Tunes\Metallica\Kill 'em All-1983\04-Jump in the Fire-Metallica.m4a","ziggyShare"
"Iron Maiden","Another Life","Killers","00:03:23",1981,"Heavy Metal",-1,320,"Z:\Tunes\Iron Maiden\Killers-1981\04-Another Life-Iron Maiden.mp3","ziggyShare"
"Crumbsuckers","Super Tuesday","Life of Dreams","00:01:02",1999,"Heavy Metal",-1,192,"Z:\Tunes\Crumbsuckers\Life of Dreams-1999\04-Super Tuesday-Crumbsuckers.mp3","ziggyShare"
"Wolfpack","Dead Heading","Lycanthro Punk","00:02:09",1998,"Heavy Metal",-1,128,"Z:\Tunes\Wolfpack\Lycanthro Punk-1998\04-Dead Heading-Wolfpack.mp3","ziggyShare"
"Edguy","04 - All the clowns","Mandrake","00:04:49",2001,"Heavy Metal",-1,128,"Z:\Tunes\Edguy\Mandrake-2001\04-04 - All the clowns-Edguy.mp3","ziggyShare"
"Merauder","Master Killer","Master Killer","00:03:24",1996,"Heavy Metal",-1,128,"Z:\Tunes\Merauder\Master Killer-1996\04-Master Killer-Merauder.mp3","ziggyShare"
"Black Sabbath","Children Of The Grave","Master of Reality","00:05:18",1971,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Master of Reality-1971\04-Children Of The Grave-Black Sabbath.mp3","ziggyShare"
"Dragonforce","Three Hammers","Maximum Overload","00:05:50",2014,"Heavy Metal",-1,320,"Z:\Tunes\Dragonforce\Maximum Overload-2014\04-Three Hammers-Dragonforce.mp3","ziggyShare"
"Mercyful Fate","At The Sound Of The Demon Bell","Melissa","00:05:24",1983,"Heavy Metal",-1,192,"Z:\Tunes\Mercyful Fate\Melissa-1983\04-At The Sound Of The Demon Bell-Mercyful Fate.mp3","ziggyShare"
"Mercyful Fate","Devil Eyes","Mercyful Fate","00:05:50",1982,"Heavy Metal",-1,192,"Z:\Tunes\Mercyful Fate\Mercyful Fate-1982\04-Devil Eyes-Mercyful Fate.mp3","ziggyShare"
"Judas Priest","Painkiller","Metal Works 1973-1993 [Disc1] [1 of 2] [Remast","00:06:05",-1,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Metal Works 1973-1993 [Disc1] [1 of 2] [Remast-1993\04-Painkiller-Judas Priest.mp3","ziggyShare"
"Judas Priest","Painkiller","Metal Works '73 -'93","00:06:05",1993,"Heavy Metal",-1,248,"Z:\Tunes\Judas Priest\Metal Works '73 -'93-1993\04-Painkiller-Judas Priest.mp3","ziggyShare"
"Judas Priest","Solar Angels","Metal Works 73-93 (Disc 2)","00:04:04",1993,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Metal Works 73-93 (Disc 2)-1993\04-Solar Angels-Judas Priest.mp3","ziggyShare"
"Black Sabbath","A Hard Road","Never Say Die","00:06:05",1978,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Never Say Die-1978\04-A Hard Road-Black Sabbath.mp3","ziggyShare"
"Iron Maiden","Public Enema Number One","No Prayer For The Dying","00:04:14",1990,"Heavy Metal",-1,320,"Z:\Tunes\Iron Maiden\No Prayer for the Dying-1990\04-Public Enema Number One-Iron Maiden.mp3","ziggyShare"
"Moi Dix Mois","vestige","Nocturnal Opera","00:04:39",2003,"Heavy Metal",-1,192,"Z:\Tunes\Moi dix Mois\Nocturnal Opera-2003\04-vestige-Moi Dix Mois.mp3","ziggyShare"
"Iron Maiden","22 Acacia Avenue","The Number Of the Beast","00:06:38",1998,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\The Number Of the Beast-1998\04-22 Acacia Avenue-Iron Maiden.m4a","ziggyShare"
"Type O Negative","Be My Druidess","October Rust","00:05:25",1996,"Heavy Metal",-1,1025,"Z:\Tunes\Type O Negative\October Rust-1996\04-Be My Druidess-Type O Negative.flac","ziggyShare"
"Hellshock","Media","Only The Dead Know The End Of War LP","00:03:04",2003,"Heavy Metal",-1,224,"Z:\Tunes\Hellshock\Only The Dead Know The End Of War LP-2003\04-Media-Hellshock.mp3","ziggyShare"
"Ozzy Osbourne","Crazy Train","The Ozzman Cometh","00:04:51",1997,"Heavy Metal",-1,236,"Z:\Tunes\Ozzy Osbourne\The Ozzman Cometh-1997\04-Crazy Train-Ozzy Osbourne.mp3","ziggyShare"
"Judas Priest","Leather Rebel","Painkiller","00:03:35",1990,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Painkiller-1990\04-Leather Rebel-Judas Priest.mp3","ziggyShare"
"Judas Priest","Leather Rebel","Painkiller [The Re-Masters]","00:03:35",1990,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Painkiller [The Re-Masters]-1990\04-Leather Rebel-Judas Priest.mp3","ziggyShare"
"Deathspell Omega","Dearth","Paracletus","00:03:45",2011,"Heavy Metal",-1,320,"Z:\Tunes\Deathspell Omega\Paracletus-2011\04-Dearth-Deathspell Omega.mp3","ziggyShare"
"Black Sabbath","Iron Man","Paranoid","00:05:59",1970,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Paranoid-1970\04-Iron Man-Black Sabbath.mp3","ziggyShare"
"Iron Maiden","Die with Your Boots On","Piece of Mind","00:05:27",1990,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\Piece of Mind-1990\04-Die with Your Boots On-Iron Maiden.mp3","ziggyShare"
"Judas Priest","Turning Circles","Point Of Entry","00:03:42",1981,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Point Of Entry-1981\04-Turning Circles-Judas Priest.mp3","ziggyShare"
"Amebix","Last will and testament","The Power Remains","00:07:10",1999,"Heavy Metal",-1,160,"Z:\Tunes\Amebix\The Power Remains-1999\04-Last will and testament-Amebix.mp3","ziggyShare"
"Iron Maiden","Flash Of The Blade","Powerslave","00:04:03",1984,"Heavy Metal",-1,128,"Z:\Tunes\Iron Maiden\Powerslave-1984\04-Flash Of The Blade-Iron Maiden.m4a","ziggyShare"
"Ludichrist","The Tip Of My Mind","Powertrip","00:02:13",2000,"Heavy Metal",-1,192,"Z:\Tunes\Ludichrist\Powertrip-2000\04-The Tip Of My Mind-Ludichrist.mp3","ziggyShare"
"Borknagar","Colossus","Quintessence","00:04:49",2000,"Heavy Metal",-1,128,"Z:\Tunes\Borknagar\Quintessence-2000\04-Colossus-Borknagar.mp3","ziggyShare"
"Judas Priest","Come And Get It","Ram It Down","00:04:07",1988,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Ram It Down-1988\04-Come And Get It-Judas Priest.mp3","ziggyShare"
"Metallica","Fade To Black","Ride the Lightning","00:06:57",1984,"Heavy Metal",-1,320,"Z:\Tunes\Metallica\Ride the Lightning-1984\04-Fade To Black-Metallica.mp3","ziggyShare"
"Judas Priest","Deep Freeze","Rocka Rolla","00:01:21",1974,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Rocka Rolla-1974\04-Deep Freeze-Judas Priest.mp3","ziggyShare"
"Judas Priest","Deep Freeze","Rocka Rolla (Digipak Re-release)","00:01:21",1974,"Heavy Metal",-1,320,"Z:\Tunes\Judas Priest\Rocka Rolla (Digipak Re-release)-1974\04-Deep Freeze-Judas Priest.mp3","ziggyShare"
"Black Sabbath","Sabbra Cadabra","Sabbath Bloody Sabbath","00:05:59",1973,"Heavy Metal",-1,128,"Z:\Tunes\Black Sabbath\Sabbath Bloody Sabbath-1973\04-Sabbra Cadabra-Black Sabbath.mp3","ziggyShare"
